author,text,likes,clean_text
@younessx365,"Why this stupid idea to use CLion? Everyone will start with a free software, not a paid/trial thing that isn't even better than Visual Studio Community, like what?",0,stupid idea use clion everyone start free software paidtrial thing isnt even better visual studio community like
@SalemAfework,Best video I’ve ever watched,0,best video ive ever watched
@PritamChakraborty-v9l,"25:22 why use an extra variable, can we do this instead ?
 int a = 1; //assumed values of a and b 
 int b = 2; //a = 1, b = 2, before swap.
 a = a+b //a = 3, b = 2, compound assignment operator (+=) used here.
 b = a-b; //a = 3, b = 1
 a = a-b; //a = 2, b = 1, after swap (Swap successful)",0,use extra variable instead int assumed values b int b b swap ab b compound assignment operator used b ab b ab b swap swap successful
@asimrafidhaque,<3,0,
@Mesus-n3u,im just learning c++ to make gta mod menus,0,im learning c make gta mod menus
@thesocialtrends496,Im i alone here i watch 1 hour video to learn c++ and still not learn something i feel i down my self 😢,0,im alone watch hour video learn c still learn something feel self cryingface
@BiniyamGslassie,Full course is not working I can't use it,0,full course working cant use
@thebaba620,Is the full course worth it?,0,full course worth
@AmosBanda-or3sj,leaving this here.,0,leaving
@andrealoumangangot7419,Thank you,0,thank
@jakublubojacky8480,"24:45 couldn't i just use swap function?

I mean:  
using namespace std;
int main() {
    int a = 1;
    int b = 2;
    swap (a, b);
   cout << a;
}",0,couldnt use swap function mean using namespace std int main int int b swap b cout
@SamuelBoadi-y6i8t,"Mosh, C++ full course for begineers please",0,mosh c full course begineers please
@jamesp9304,Your teaching sucks thank god you show us how to do it.,1,teaching sucks thank god show us
@SavageInc-q6v,When imputing a value in the floor function’s parameters/ parentheses why was 1.2 inserted? Can it be different? Will a different number have a different result as an outcome?,0,imputing value floor functions parameters parentheses inserted different different number different result outcome
@Nerfwar-jackandAngelo,bro,0,bro
@desmondnti1309,Me 2025 learning c*++. I will bring my feedback when I master it,13,learning c bring feedback master
@kakab3ba,"Hi! Thank u so much for learning all of us how to code! You helped everyone learn c++ and me so thank u so much! Have a good day! (: if u know lua ima teach u some c++ so

1. int (int is litterally local its how to make a variable)
2. cout (cout is printing)
3.if (its litterally the same just without the ""then"")

this is a c++ code

#inlcude <iostream> // make sure to use this when u start every project.

using namespace std; // also start with every project also always add a "";"" at the end of a sentence.

int main() // litt a function
{
// put ya code here
}",0,hi thank u much learning us code helped everyone learn c thank u much good day u know lua ima teach u c int int litterally local make variable cout cout printing litterally without c code inlcude iostream make sure use u start every project using namespace std also start every project also always add end sentence int main litt function put ya code
@swallow_gamer,24:40 what about deepcopy and shallow copy or that's only a thing in python?,0,deepcopy shallow copy thats thing python
@JASAT.com100,Latest newcomer 😅😅,0,latest newcomer grinningfacewithsweat grinningfacewithsweat
@VictorZheng-sc5sc,what about rust?,0,rust
@tebqzik_music,"Hi can I use VS Code,  Visual Studio Code to follow on this course",0,hi use vs code visual studio code follow course
@UzamaIftikhar-k2n,"Sir,i am confused by difference between cout and printf function please",0,siri confused difference cout printf function please
@WWhateverItTakes,Thanks bro! Been meaning to learn this and this tutorial was quick simple and easy!,0,thanks bro meaning learn tutorial quick simple easy
@ernestomashalla,thanks,0,thanks
@krazywomannnnnnn,are there any IDE available for mobiles?,1,ide available mobiles
@ParsaAhmadi-g6p,"At the first problem i just used swap (&b, &a);
😂",0,first problem used swap b facewithtearsofjoy
@ponnadaArudra,Anyone from india ❤❤,0,anyone india redheart redheart
@ΣκοτινηπικλαΠικλατουσκοτουσ,thanks man this video is very helpful i came hier to look at c++ one more time before my exams bc i dont have the notes and the way you explain it is very easy to understand plus i love how you encurage everyone much love from greece,0,thanks man video helpful came hier look c one time exams bc dont notes way explain easy understand plus love encurage everyone much love greece
@dee23gaming,"I would've preferred it if you gave a more manual C++ setup guide, instead of having an IDE do everything for us. I had to search up myself how to set up a C++ environment the way the pros do it. But no worries, as I can now code, compile, and run C++ programs from any plain text editor, and a PowerShell window using G++.",0,wouldve preferred gave manual c setup guide instead ide everything us search set c environment way pros worries code compile run c programs plain text editor powershell window using g
@Zibbzie,"For the random number generator, I simply did 
srand(time(0));
int rollOne = (rand() % 6) + 1;
int rollTwo = (rand() % 6) + 1;

Is this not effective?",0,random number generator simply srandtime int rollone rand int rolltwo rand effective
@dryicel0l27,my brain exploded,4,brain exploded
@aydan4260,Thank you for all your help. Your teaching style is so simple and understandable that I decided to buy the full course. ,0,thank help teaching style simple understandable decided buy full course
@Kavya-g2p,This was suspiciously easy,0,suspiciously easy
@Obynamn,"Okay... This is not for beginners. You gave us an exercise, but the very first exercise you used a solution that we would have NO idea existed. Like, it's like giving someone a bike without a chain, and telling them ""Ride it to the store"". Okay... well i cant ride it, it doesn't go anywhere. And then you come out and say ""aha! you forgot the bike chain!"" but... i didn't know a bike chain existed???? youre making me feel stupid and helpless lol",0,okay beginners gave us exercise first exercise used solution would idea existed like like giving someone bike without chain telling ride store okay well cant ride doesnt go anywhere come say aha forgot bike chain didnt know bike chain existed youre making feel stupid helpless lol
@Garpocalypse,The insane amount of ads are affecting my ability to learn when they appear mid sentence...,0,insane amount ads affecting ability learn appear mid sentence
@MrPigga,I never received my cheat sheet. Good lesson though.,0,never received cheat sheet good lesson though
@Girlmulti,Thanks,0,thanks
@mikotourabe1830,"52:20 When I was experimenting I accidentally realized that you can farther make this smaller by doing

double x, y;
cin >> x >> y;

53:35 my code is like this

#include <iostream>

using namespace std;

int main() {
    cout <<""Enter values for Fahrenheit to calculate it to Celsius: "";
    double Fahrenheit;
    cin >> Fahrenheit;
    cout << ((Fahrenheit-32)*5)/9;
    return 0;
}",0,experimenting accidentally realized farther make smaller double x cin x code like include iostream using namespace std int main cout enter values fahrenheit calculate celsius double fahrenheit cin fahrenheit cout fahrenheit return
@Imdead3530,I had it switch it by std::cin; a = b; is that a bad practice?,0,switch std cin b bad practice
@musrattaibaonnie1824,can we put printf and scanf_s instead of std::cout ?,0,put printf scanfs instead std cout
@kmsGrześki,You don't really explain things.,1,dont really explain things
@thebrownie6308,"I respect the work put into this entire tutorial course. Not only the videos, but the cheat sheets are also detailed to oblivion.",0,respect work put entire tutorial course videos cheat sheets also detailed oblivion
@signumt,What happened to the += -= *= /= %= //= operators,0,happened operators
@SparkyNeo,37:26 Not in coding only. This rules apply for all kind of math solving.,0,coding rules apply kind math solving
@obsidianisadev,50:49 ninja no work to do?,0,ninja work
@gcindies,Fckin ads every minute…,0,fckin ads every minute
@evilcultleader,Mosh is the best programming tutor online,0,mosh best programming tutor online
@VogatronYT,I will look back at this comment later on in the future after I master c++,0,look back comment later future master c
@BabatundeMuhammed-kh7qw,Where’s the material link… for further learning sir ?,0,wheres material link learning sir
@SFGaming230,U technically also teachin math,0,u technically also teachin math
@grilleddry,Great tutorial!!,0,great tutorial
@GechoBro,Wow thanks alot,1,wow thanks alot
@rob_al_honda,This was excellent.  I learned so much.  😊😊😊,0,excellent learned much smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes
@virid4074,learning C++ to make a custom game engine. Any help?,0,learning c make custom game engine help
@LeighCanto,Im practicing in DGB and I don't know if its recommend site,0,im practicing dgb dont know recommend site
@anurelish8164,™,0,trademark
@AlanBoss97,Learning new skill,0,learning new skill
@ShlokU-d1d,i just wanna say at 1:45-1:55 why do people say c++ is dead? PYTHON is built on C/C++,1,wan na say people say c dead python built cc
@Nobody_114,"Can we make the main program ""string main()"" and then return the string ""return ""this program worked"";"" ?",0,make main program string main return string return program worked
@Dr.FreeOfficial,"دهنت سرویس تو که ایرانی هستی😂
دمت گرم موفق باشی❤",0,facewithtearsofjoy redheart
@Cysco-n8k,"I was Here 2025 
I just started the journey",0,started journey
@jarekluberek8123,Fuck this. Way too slow.,0,fuck way slow
@jwhite3389,"The rush that I got from figuring out the operator exercise was very exciting! I didn't do it exactly as you did but I still got the correct answer. Thank you for these vids, Mosh. You taught me python and now c++ lol.",0,rush got figuring operator exercise exciting didnt exactly still got correct answer thank vids mosh taught python c lol
@simplegametutorials1341,"My Solution (I code by dissecting a problem into several readable steps then coding it)
```cpp
int main()
{
double x = 10;
double y = 5;
double resultX = x + 10;
double resultY = 3 * y;
double Result = resultX / resultY;
std::cout << Result;;
return 0;
}
```
My answer was: 1.3333%",0,solution code dissecting problem several readable steps coding cpp int main double x double double resultx x double resulty double result resultx resulty std cout result return answer
@NINJATH3ORY,May 15th 2025 dam tike flys been meaning to learn C++ since like forever as they say it's not to late!,0,may th dam tike flys meaning learn c since like forever say late
@aliencatface9412,Why do you add minimum value again at the end? I don't understand that. You already got 6 from Max-Min+1. then u add minVal again?,0,add minimum value end dont understand already got maxmin u add minval
@Geeno583,you are moving too fast,0,moving fast
@KhotsoMontsi-r9j,'This is what we call garbage' 😂😂,0,call garbage facewithtearsofjoy facewithtearsofjoy
@jacquelinemagante5041,Im from the Philippines and im going to high school called ste and there will be coding there so better to practice than wait when the school starts thanks this helps,0,im philippines im going high school called ste coding better practice wait school starts thanks helps
@city1737,"I came here to learn Arduino programming, am I in the right place?",0,came learn arduino programming right place
@NehaSharma_nsds,"Thank you so much sir for this tutorial ❤
Very helpful ❤",1,thank much sir tutorial redheart helpful redheart
@HoangMinh-yf4bl,im using CLion myself but i cant seem to find the preferences menu to change the theme,0,im using clion cant seem find preferences menu change theme
@KOKOWAWAVE,22:04,0,
@infxrnalsylvan,Can't believe courses like these are free!,1,cant believe courses like free
@CameoChair,"insted of doing the thing u did at 25:57 i just did 
a = b; 
and it worked",0,insted thing u b worked
@EmmanuelKissiSarfo,Am a beginner in c++ currently learning it this tutorials of very great benefit to me,1,beginner c currently learning tutorials great benefit
@jivalishwarlall4275,Thankyou bro,0,thankyou bro
@MangalaPremakumara,❤❤,0,redheart redheart
@sveb0106,"I am still strugling with c++ and i don't know the meaning of ANY function whatsoever, if there is a video that explains it in even more details, it would be awesome.",0,still strugling c dont know meaning function whatsoever video explains even details would awesome
@Shouya-m1g,"dude is a legend, wish I could take his complete course but I am broke",0,dude legend wish could take complete course broke
@SonuRaj-k9p6x,53:35,1,
@johnpike8010,"Genuinely confused as to why you dont just use an uninitialized variable as a random number? Instead of 4 lines of code, its 1.",0,genuinely confused dont use uninitialized variable random number instead lines code
@eshan3009,"This was fantastic! So easy to learn!
Best thing was...you gave very small exercises to put gained knowledge into test after key topics. Loved it!",0,fantastic easy learn best thing wasyou gave small exercises put gained knowledge test key topics loved
@errt-j3w,yoo 19 mins in im having fun thank oyu for the cheat sheet btw!! :D,0,yoo mins im fun thank oyu cheat sheet btw
@darkhypers2373,1:11:00,0,
@darkhypers2373,49:05,0,
@CharlesKiyaya,Today's 😂,0,todays facewithtearsofjoy
@yournotdatguypal,I think what makes me drawn to coding so much is that not everybody wants to take the time to learn it and it makes you seem very bright talking computer language lol,0,think makes drawn coding much everybody wants take time learn makes seem bright talking computer language lol
@yournotdatguypal,Will this course give me a certification?,0,course give certification
@revathimohanrevathi3085,"Sir,my brain not braining",0,sirmy brain braining
@madilucey,I have tried hundreds of tutorials for C++ and all of them felt useless and I didn't learn anything but this one feels like an actual programming class. Best tutorial I have seen. Watch the whole thing so you dont miss anything.,0,tried hundreds tutorials c felt useless didnt learn anything one feels like actual programming class best tutorial seen watch whole thing dont miss anything
@JanglesBo-p2e,"Someone may have already pointed this out but on your slides for working with numbers, you make reference to the number 255 being 8 (eight) ones (11111111) in binary notation. On the graphic this shows as six. Of course your statement is correct being but the graphic does not match up. Smallest issue I know, but for people using the slides as reference rather than the audio I thought I would highlight it :) Amazing video by the way, you've helped immensely :)",0,someone may already pointed slides working numbers make reference number eight ones binary notation graphic shows six course statement correct graphic match smallest issue know people using slides reference rather audio thought would highlight amazing video way youve helped immensely
@craby_ba,GG bro,1,gg bro
@ArtMast2011,hey mosh........is it standard input stream or string,0,hey moshis standard input stream string
@potapota3421,Mark 35:00,0,mark
@abhishekak9619,"bro did not even explain to hot to learn from documentation to things and how to find out more about the things you would need to know to make what you want, wants us strapped to him like lambs to a slaughter at this rate.",0,bro even explain hot learn documentation things find things would need know make want wants us strapped like lambs slaughter rate
@CristianAursulesei,Salut !merge codeblocks pe un asus cu procesor IntelCore i3-1215U cu 8GB ?,0,salut merge codeblocks pe un asus cu procesor intelcore iu cu gb
@breezy4500,step one be good at math...,0,step one good math
@anutechies2.040,Anyone from India🇮🇳,2,anyone india India
@IsrA734,can i use visual studio in C++,0,use visual studio c
@maxobrien9292,you taught me threejs aswell I love u!,0,taught threejs aswell love u
@chillaivideosmak,Sir is this possible on turbo software,0,sir possible turbo software
@harryhenderson3636,"Help! I can't find a site anywhere to help me. I made a program that prints permutations of an array. But everything is being printed on one line. I want it to look like this:

a b c 
c a b
b a c ... and so on.
DONE - I want this printed at the end of the list too on a new line.

I also want the size to vary with the array length for N = 4 I want:

A B C D
B A C D
C A B D... Hopefully I made it clear. Any help is GREATLY appreciated!",0,help cant find site anywhere help made program prints permutations array everything printed one line want look like b c c b b c done want printed end list new line also want size vary array length n want b c b c c b hopefully made clear help greatly appreciated
@masterxvision_,his chanel link is https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,0,chanel link
@D3DBLUD,"Need help  at 50:58.  Whenever I ran that one,  it always read
Enter values for x: 32764",1,need help whenever ran one always read enter values x
@King.Akorede,"System.out.println(""akorede is the goat""); this a code in java",1,systemoutprintlnakorede goat code java
@BladesingersLover,Anyone interested on making a tower defense game?,0,anyone interested making tower defense game
@nolifegamerxdl,not enough ppl like this vid  like what bro,0,enough ppl like vid like bro
@Rituraj_.COMMENT,Hindi is useful ❤❤,0,hindi useful redheart redheart
@DéboraHernández22,"SUPER MEGA USEFUL, THANK YOUUU!!!!",1,super mega useful thank youuu
@BayushEshetie,keep it up.thanks,0,keep upthanks
@jamesjaiden7857,C++,0,c
@priyankasukhthanker4076,How can i get the cheat sheet? It is not sending me any email.,0,get cheat sheet sending email
@Akashpattar-j2d,I am also start the  c++ program,0,also start c program
@Reina911,can't download cheat sheet sir,0,cant download cheat sheet sir
@wandersonpereira9884,"Hi Mosh, that's an amazing course. Thanks for sharing.

Do you have a course of C?",0,hi mosh thats amazing course thanks sharing course c
@KuukaMukayi-vw5qt,The cheat sheet has failed to download,0,cheat sheet failed download
@orebelo,Too bad this tutorial uses CLion even though it says the the focus is on the language instead of the IDE but it's not that simple. CLion is a great tool? Yes... but if you are not paid yet for programming with C++ it costs a lot. Unfortunately JetBrain doesn't have the sensibility to understand the needs of newbies releasing a simple version or a subscription accordantly. I'll look else where for a tutorial with a free tool.  Visual Studio is great one of the best but doent have Mac version.  Mac version it's not Visual studio....,0,bad tutorial uses clion even though says focus language instead ide simple clion great tool yes paid yet programming c costs lot unfortunately jetbrain doesnt sensibility understand needs newbies releasing simple version subscription accordantly ill look else tutorial free tool visual studio great one best doent mac version mac version visual studio
@AbdíYōséph,I'm watching now. 2025,1,im watching
@elman5395,I’m trying to get the cheat sheet but the website keeps telling me error and to contact administrator. Can anyone lend a hand here?,0,im trying get cheat sheet website keeps telling error contact administrator anyone lend hand
@KAIBlent,Does x += 5 also work?,0,x also work
@Odemiar,Hey man I think the c++ cheat sheet website is down. Tried inputing my details and it doesnt work 😢,0,hey man think c cheat sheet website tried inputing details doesnt work cryingface
@TheDecayedWiki,i am building my linux OS with c++,0,building linux os c
@Mannupp0,57:46 pi in cmath is M_PI,0,pi cmath mpi
@CherryDev-Coding,"""One more video before bed""
the video:

(Jokes aside, thank you so much! C++ is incredibly useful, and I've been meaning to learn it!)",1,one video bed video jokes aside thank much c incredibly useful ive meaning learn
@king-pz6ib,At 25:36 I don’t understand how a equals b and temp how can it equal both?,1,dont understand equals b temp equal
@Pepijnvandervalk,the jetbrains ide's suck!!!,0,jetbrains ides suck
@heyer777,bro sold his testicles for mac 💀,0,bro sold testicles mac skull
@mjsmith570,"Prefacing every practical exercise with ""This is incredibly easy, you should be able to do it in a couple seconds"" before asking a complete beginner to figure it out is kinda wack lol.  It ain't super easy if its the first time you've ever been presented with a problem in C++ or any programming language.",2,prefacing every practical exercise incredibly easy able couple seconds asking complete beginner figure kinda wack lol aint super easy first time youve ever presented problem c programming language
@pecoliky,"45:10 i arranged them as:

double
double
double
cout string1
string2
string3

is this incorrect? is it about organizing or does it have an effect?",0,arranged double double double cout string string string incorrect organizing effect
@pecoliky,"38:35 probably will be laughed at by anyone who knows math, but i did it in 2 tries, because i forgot to set the int to double xD monke brain work",2,probably laughed anyone knows math tries forgot set int double xd monke brain work
@gonkie4658,"1hr?  From beginner to programmer in 1hr? Ok, why not? I used to own a book called 'Teach Yourself C++ in 21 Days'.  I remember thinking, ' if only I'd seen this book sooner, I coulda avoided all the crap I went through to get into university.  Needless to say, I confidently dropped out of university 3 weeks later, a fully competent C programmer.  I think I'm more or less remembering that right anyway.  Not that it really matters but I never did manage to find the 'Teach Yourself How to Lie About Teaching Yourself C++ in 21 days', book.",0,hr beginner programmer hr ok used book called teach c days remember thinking id seen book sooner coulda avoided crap went get university needless say confidently dropped university weeks later fully competent c programmer think im less remembering right anyway really matters never manage find teach lie teaching c days book
@pecoliky,"25:00 what i did is change ''file_size'' to ''counter'' and it started displaying the value from ''counter'' instead xD

and then i saw the third bucket solution lmao",0,change filesize counter started displaying value counter instead xd saw third bucket solution lmao
@baoyedeng,"Thanks Mosh.After this video, I think i learn many thing!
🙂🙂",0,thanks moshafter video think learn many thing slightlysmilingface slightlysmilingface
@kkmarjit123,I haven't understood that what is float or it's function. 😢,0,havent understood float function cryingface
@JeppeAchtonNielsen,"Thx for a great video, I went through every bit of it and coded all solutions. I couldn't implement the dice program with syntax shown at 1:20:22 luckily this was a blessing in disguise as I came up with a different way to solve the problem. Ended up using a do while loop and seeding srand with rand each iteration.",1,thx great video went every bit coded solutions couldnt implement dice program syntax shown luckily blessing disguise came different way solve problem ended using loop seeding srand rand iteration
@supachill1,"I am a carpenter, it seems everyone commenting here that this is a great tutorial!
Apparently I will remain a carpenter because WTF is any of this?!
Congratulations to all the smart people!",0,carpenter seems everyone commenting great tutorial apparently remain carpenter wtf congratulations smart people
@Twix-e8f,first day - 37:00,0,first day
@MohammadZain-d3x,Ha i learn but forget😮,1,ha learn forget facewithopenmouth
@ForHSDLOnly,where cab i download this app to try and practice programming languages,0,cab download app try practice programming languages
@shantanugaikwad027,31:55  what is use of double,0,use double
@MindangJunior,"I'm a new subscriber, thank you so much 👍🏼",0,im new subscriber thank much thumbsupmediumlightskintone
@D4rkG3m1ni,"my brain got error because i didnt put "";"" at the end of Nerve",0,brain got error didnt put end nerve
@Bilal-e8w,"😊 Thank you so much .,u helped a lot. U deserve more than the likes",0,smilingfacewithsmilingeyes thank much u helped lot u deserve likes
